,ISBN,Book-Title,Book-Author,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Publication_Date,Year-Of-Publication
258874,0571201490,Lost,Lucy Wadham,Faber and Faber Ltd,http://images.amazon.com/images/P/0571201490.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571201490.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571201490.01.LZZZZZZZ.jpg,2000-01-01,2000.0
258880,0613033205,She's Come Undone,Wally Lamb,Sagebrush Bound,http://images.amazon.com/images/P/0613033205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0613033205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0613033205.01.LZZZZZZZ.jpg,1999-01-01,1999.0
259395,0553471740,The Scorpio Illusion,Robert Ludlum,Random House Audio,http://images.amazon.com/images/P/0553471740.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553471740.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553471740.01.LZZZZZZZ.jpg,1999-01-01,1999.0
259587,1590864670,The First Horseman,John Case,Brilliance Corporation,http://images.amazon.com/images/P/1590864670.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1590864670.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1590864670.01.LZZZZZZZ.jpg,2002-01-01,2002.0
259952,0316328871,I Am the Only Running Footman,Martha Grimes,Little Brown &amp; Co,http://images.amazon.com/images/P/0316328871.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316328871.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316328871.01.LZZZZZZZ.jpg,1986-01-01,1986.0
259993,0060165731,Magic Hour,Susan Isaacs,Harpercollins,http://images.amazon.com/images/P/0060165731.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060165731.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060165731.01.LZZZZZZZ.jpg,1991-01-01,1991.0
260347,0385427107,The Hot Zone,Richard Preston,Doubleday Books,http://images.amazon.com/images/P/0385427107.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385427107.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385427107.01.LZZZZZZZ.jpg,1995-01-01,1995.0
260584,0450524604,Rain,Stephen Gallagher,Hodder &amp; Stoughton General Division,http://images.amazon.com/images/P/0450524604.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0450524604.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0450524604.01.LZZZZZZZ.jpg,1990-01-01,1990.0
260894,0670808350,Lost and Found,Jean Little,Viking Children's Books,http://images.amazon.com/images/P/0670808350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670808350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670808350.01.LZZZZZZZ.jpg,1985-01-01,1985.0
261220,0886776953,Killjoy,Elizabeth Forrest,Daw Books,http://images.amazon.com/images/P/0886776953.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886776953.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886776953.01.LZZZZZZZ.jpg,1996-01-01,1996.0
261328,0821756559,Courting Trouble,Nancy Fraser,Kensington Publishing Corporation,http://images.amazon.com/images/P/0821756559.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821756559.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821756559.01.LZZZZZZZ.jpg,1996-01-01,1996.0
261341,0571203418,Harvest,Christopher Hart,Faber &amp; Faber Ltd,http://images.amazon.com/images/P/0571203418.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571203418.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571203418.01.LZZZZZZZ.jpg,2001-01-01,2001.0
261368,0760701660,Emma,Jane Austen,Barnes &amp; Noble Inc.,http://images.amazon.com/images/P/0760701660.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0760701660.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0760701660.01.LZZZZZZZ.jpg,1996-01-01,1996.0
261402,0895310619,Black Beauty,Anna Sewell,Sharon Pubns,http://images.amazon.com/images/P/0895310619.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0895310619.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0895310619.01.LZZZZZZZ.jpg,1981-01-01,1981.0
262236,1559211490,Growing Up,Angela Thirkell,Moyer Bell Ltd.,http://images.amazon.com/images/P/1559211490.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1559211490.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1559211490.01.LZZZZZZZ.jpg,1995-01-01,1995.0
262239,0312922647,Blindsight,Michael Stewart,St Martins Pr (Mm),http://images.amazon.com/images/P/0312922647.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312922647.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312922647.01.LZZZZZZZ.jpg,1990-01-01,1990.0
262509,0843928522,The Return,Richard Maynard,Leisure Books,http://images.amazon.com/images/P/0843928522.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843928522.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843928522.01.LZZZZZZZ.jpg,1989-01-01,1989.0
262640,0340611839,The Secret Garden,Frances Hodgson Burnett,Hodder Children's Books,http://images.amazon.com/images/P/0340611839.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0340611839.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0340611839.01.LZZZZZZZ.jpg,1994-01-01,1994.0
262666,0802851754,Exodus,Brian Wildsmith,Wm. B. Eerdmans Publishing Company,http://images.amazon.com/images/P/0802851754.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802851754.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802851754.01.LZZZZZZZ.jpg,1998-01-01,1998.0
262695,014012389x,Love in the Time of Cholera,Gabriel Garcia Marquez,Penguin Books Ltd,http://images.amazon.com/images/P/014012389X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014012389X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014012389X.01.LZZZZZZZ.jpg,1998-01-01,1998.0
262773,155166044X,No Safe Place,Barbara Bretton,Mira,http://images.amazon.com/images/P/155166044X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/155166044X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/155166044X.01.LZZZZZZZ.jpg,1995-01-01,1995.0
262775,1551669757,Montana,Debbie Macomber,Mira,http://images.amazon.com/images/P/1551669757.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551669757.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551669757.01.LZZZZZZZ.jpg,2003-01-01,2003.0
263195,0743532716,Transfer of Power,Vince Flynn,Encore,http://images.amazon.com/images/P/0743532716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743532716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743532716.01.LZZZZZZZ.jpg,2003-01-01,2003.0
263196,0743532805,Night Prey,John Sandford,Encore,http://images.amazon.com/images/P/0743532805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743532805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743532805.01.LZZZZZZZ.jpg,2003-01-01,2003.0
263198,0743532953,Ashes to Ashes,Tami Hoag,Encore,http://images.amazon.com/images/P/0743532953.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743532953.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743532953.01.LZZZZZZZ.jpg,2003-01-01,2003.0
263231,0743457374,From a Buick 8 : A Novel,Stephen King,Pocket,http://images.amazon.com/images/P/0743457374.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743457374.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743457374.01.LZZZZZZZ.jpg,2003-01-01,2003.0
263244,0373092881,Second Nature,Nora Roberts,Silhouette,http://images.amazon.com/images/P/0373092881.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373092881.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373092881.01.LZZZZZZZ.jpg,1985-01-01,1985.0
263312,0739309005,The Last Juror,JOHN GRISHAM,Random House Audio,http://images.amazon.com/images/P/0739309005.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739309005.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739309005.01.LZZZZZZZ.jpg,2004-01-01,2004.0
263334,158621599X,3rd Degree,James Patterson,Time Warner Audiobooks,http://images.amazon.com/images/P/158621599X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/158621599X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/158621599X.01.LZZZZZZZ.jpg,2004-01-01,2004.0
263558,0553527088,Silent Treatment,Michael Palmer,Random House Audio Publishing Group,http://images.amazon.com/images/P/0553527088.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553527088.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553527088.01.LZZZZZZZ.jpg,2000-01-01,2000.0
263569,0694522899,Postmortem,Patricia D. Cornwell,HarperAudio,http://images.amazon.com/images/P/0694522899.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0694522899.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0694522899.01.LZZZZZZZ.jpg,2000-01-01,2000.0
263654,1863683135,Remember Me,Liz Byrski,Intl Specialized Book Service Inc,http://images.amazon.com/images/P/1863683135.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1863683135.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1863683135.01.LZZZZZZZ.jpg,2000-01-01,2000.0
263748,8425328055,Cujo,Stephen King,Grijalbo,http://images.amazon.com/images/P/8425328055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8425328055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8425328055.01.LZZZZZZZ.jpg,1995-01-01,1995.0
263820,081297106x,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,Random House Trade Paperbacks,http://images.amazon.com/images/P/081297106X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/081297106X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/081297106X.01.LZZZZZZZ.jpg,2003-01-01,2003.0
264016,0140037896,Night,Edna Obrien,Penguin Putnam~trade,http://images.amazon.com/images/P/0140037896.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140037896.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140037896.01.LZZZZZZZ.jpg,,
264023,0330329537,One Hundred Years of Solitude,Gabriel Garcia-Marquez,Pan Macmillan,http://images.amazon.com/images/P/0330329537.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330329537.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330329537.01.LZZZZZZZ.jpg,1995-01-01,1995.0
264094,0553199420,The Bourne Supremacy,Robert Ludlum,Bantam Books,http://images.amazon.com/images/P/0553199420.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553199420.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553199420.01.LZZZZZZZ.jpg,1987-01-01,1987.0
264270,0517357682,Servant of the Bones,Anne Rice,Random House Value Pub,http://images.amazon.com/images/P/0517357682.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517357682.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517357682.01.LZZZZZZZ.jpg,1999-01-01,1999.0
264360,0802410022,Exodus,Irving Jensen,Moody Pr,http://images.amazon.com/images/P/0802410022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802410022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802410022.01.LZZZZZZZ.jpg,1987-01-01,1987.0
264661,0517056992,Breathing Lessons,Anne Tyler,Crown Publishing Group (NY),http://images.amazon.com/images/P/0517056992.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517056992.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517056992.01.LZZZZZZZ.jpg,1990-01-01,1990.0
264805,0743510003,The Corrections,Jonathan Franzen,Simon &amp; Schuster Audio,http://images.amazon.com/images/P/0743510003.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743510003.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743510003.01.LZZZZZZZ.jpg,2001-01-01,2001.0
264982,1557736588,Hide and Seek,Lorraine P. De Sosa,Berkley Pub Group (Mm),http://images.amazon.com/images/P/1557736588.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1557736588.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1557736588.01.LZZZZZZZ.jpg,1992-01-01,1992.0
265060,0802131557,Great Expectations,Kathy Acker,Grove Press,http://images.amazon.com/images/P/0802131557.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802131557.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802131557.01.LZZZZZZZ.jpg,1989-01-01,1989.0
265238,0446311715,Earthly Possessions,Anne Tyler,"Warner Books, Incorporated",http://images.amazon.com/images/P/0446311715.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446311715.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446311715.01.LZZZZZZZ.jpg,1983-01-01,1983.0
265326,0821739859,Acts of Love,Deana James,Zebra Books,http://images.amazon.com/images/P/0821739859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821739859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821739859.01.LZZZZZZZ.jpg,1992-01-01,1992.0
265327,0821739948,One True Thing,Greg Matthews,Zebra Books,http://images.amazon.com/images/P/0821739948.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821739948.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821739948.01.LZZZZZZZ.jpg,1992-01-01,1992.0
265400,038531695x,The Ghost,Danielle Steel,Dell,http://images.amazon.com/images/P/038531695X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038531695X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038531695X.01.LZZZZZZZ.jpg,1997-01-01,1997.0
265424,055334949x,Even Cowgirls Get the Blues,Tom Robbins,Bantam,http://images.amazon.com/images/P/055334949X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055334949X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055334949X.01.LZZZZZZZ.jpg,1990-01-01,1990.0
265476,0681218908,Sense and Sensibility,Jane Austen,Hunter Publishing+inc,http://images.amazon.com/images/P/0681218908.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0681218908.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0681218908.01.LZZZZZZZ.jpg,,
265481,0425188256,Enchanted,Kay Hooper,Berkley Publishing Group,http://images.amazon.com/images/P/0425188256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425188256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425188256.01.LZZZZZZZ.jpg,2003-01-01,2003.0
265620,0395657849,Between Friends,Mickey Pearlman,Houghton Mifflin Co,http://images.amazon.com/images/P/0395657849.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395657849.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395657849.01.LZZZZZZZ.jpg,1994-01-01,1994.0
265659,0453007775,Waiting to Exhale,Terry McMillan,Penguin Highbridge Audio,http://images.amazon.com/images/P/0453007775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0453007775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0453007775.01.LZZZZZZZ.jpg,1992-01-01,1992.0
265749,0787100196,Dave Barry's Greatest Hits,Dave Barry,Audio Literature,http://images.amazon.com/images/P/0787100196.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0787100196.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0787100196.01.LZZZZZZZ.jpg,1994-01-01,1994.0
265859,1558002669,The Kitchen God's Wife,Amy Tan,Audio Literature,http://images.amazon.com/images/P/1558002669.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558002669.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558002669.01.LZZZZZZZ.jpg,1991-01-01,1991.0
265910,0553381687,"A Game of Thrones (A Song of Ice and Fire, Book 1)",GEORGE R.R. MARTIN,Spectra,http://images.amazon.com/images/P/0553381687.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553381687.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553381687.01.LZZZZZZZ.jpg,2002-01-01,2002.0
266201,0375408258,Personal Injuries,Scott Turow,Random House Audio,http://images.amazon.com/images/P/0375408258.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375408258.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375408258.01.LZZZZZZZ.jpg,1999-01-01,1999.0
266205,0394579453,The Mummy or Ramses the Damned,Anne Rice,Random House Trade,http://images.amazon.com/images/P/0394579453.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394579453.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394579453.01.LZZZZZZZ.jpg,1989-01-01,1989.0
266237,0553254464,All Things Wise and Wonderful,James Herriot,Bantam Books,http://images.amazon.com/images/P/0553254464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553254464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553254464.01.LZZZZZZZ.jpg,1981-01-01,1981.0
266251,067945277X,Sole Survivor,DEAN KOONTZ,Random House Audio,http://images.amazon.com/images/P/067945277X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067945277X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067945277X.01.LZZZZZZZ.jpg,1997-01-01,1997.0
266252,0694525057,Mystic River,Dennis Lehane,HarperAudio,http://images.amazon.com/images/P/0694525057.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0694525057.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0694525057.01.LZZZZZZZ.jpg,2001-01-01,2001.0
266309,1557734216,Ashes to Ashes,Lillian Stewart Carl,Diamond/Charter,http://images.amazon.com/images/P/1557734216.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1557734216.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1557734216.01.LZZZZZZZ.jpg,1990-01-01,1990.0
266380,0821776665,After Dark,Beverly Barton,Zebra Books,http://images.amazon.com/images/P/0821776665.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821776665.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821776665.01.LZZZZZZZ.jpg,2003-01-01,2003.0
266432,1557735948,Silk,Eileen Van Kirk,Diamond Books (NY),http://images.amazon.com/images/P/1557735948.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1557735948.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1557735948.01.LZZZZZZZ.jpg,1991-01-01,1991.0
266661,0739420712,Skipping Christmas,John Grisham,Doubleday,http://images.amazon.com/images/P/0739420712.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739420712.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739420712.01.LZZZZZZZ.jpg,2001-01-01,2001.0
266891,034539092x,The Great Train Robbery,Michael Crichton,Ballantine Books,http://images.amazon.com/images/P/034539092X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034539092X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034539092X.01.LZZZZZZZ.jpg,1995-01-01,1995.0
266968,0590443526,The Loner,Ester Wier,Scholastic,http://images.amazon.com/images/P/0590443526.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590443526.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590443526.01.LZZZZZZZ.jpg,1992-01-01,1992.0
266969,0613285174,Heaven,Angela Johnson,Sagebrush Bound,http://images.amazon.com/images/P/0613285174.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0613285174.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0613285174.01.LZZZZZZZ.jpg,2001-01-01,2001.0
267192,031285112X,Prey,Ken Goddard,St Martins Pr,http://images.amazon.com/images/P/031285112X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031285112X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031285112X.01.LZZZZZZZ.jpg,1992-01-01,1992.0
267576,0553477617,Silent Honor,Danielle Steel,Bantam Doubleday Dell Publishing Group,http://images.amazon.com/images/P/0553477617.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553477617.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553477617.01.LZZZZZZZ.jpg,1996-01-01,1996.0
267649,0613368045,Drowning Ruth,Christina Schwarz,Sagebrush Bound,http://images.amazon.com/images/P/0613368045.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0613368045.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0613368045.01.LZZZZZZZ.jpg,2001-01-01,2001.0
267846,1565117972,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,Al Franken,HighBridge Audio,http://images.amazon.com/images/P/1565117972.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1565117972.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1565117972.01.LZZZZZZZ.jpg,2003-01-01,2003.0
268044,0399134891,Skin Tight,Carl Hiaasen,Putnam Pub Group,http://images.amazon.com/images/P/0399134891.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399134891.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399134891.01.LZZZZZZZ.jpg,1989-01-01,1989.0
268049,0060093102,Mystic River,Dennis Lehane,Harpercollins,http://images.amazon.com/images/P/0060093102.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060093102.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060093102.01.LZZZZZZZ.jpg,2002-01-01,2002.0
268078,0380974509,The Promise,Donna Boyd,Avon Books,http://images.amazon.com/images/P/0380974509.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380974509.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380974509.01.LZZZZZZZ.jpg,1999-01-01,1999.0
268096,0425106268,The Boy Next Door,Chris Loken,Berkley Publishing Group,http://images.amazon.com/images/P/0425106268.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425106268.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425106268.01.LZZZZZZZ.jpg,1988-01-01,1988.0
